trip_id,date,city,station_start,rider_type,bike_type,duration_min,weather,temperature_c
716,2026-02-12,Chennai,CHE-01,Member,Classic,7,Rain,26.7
717,2026-02-12,Chennai,CHE-03,Member,Classic,12,Rain,26.7
718,2026-02-12,Chennai,CHE-02,Casual,Classic,19,Rain,26.7
719,2026-02-12,Chennai,CHE-10,Member,Electric,14,Rain,26.7
720,2026-02-12,Chennai,CHE-07,Casual,Electric,23,Rain,26.7
721,2026-02-12,Bengaluru,BEN-09,Member,Classic,23,Cloudy,25.2
722,2026-02-12,Bengaluru,BEN-05,Casual,Electric,31,Cloudy,25.2
723,2026-02-12,Bengaluru,BEN-09,Member,Classic,22,Cloudy,25.2
724,2026-02-12,Bengaluru,BEN-06,Casual,Classic,37,Cloudy,25.2
725,2026-02-12,Bengaluru,BEN-08,Member,Classic,21,Cloudy,25.2
726,2026-02-13,Coimbatore,COI-08,Member,Electric,12,Clear,24.0
727,2026-02-13,Coimbatore,COI-11,Casual,Classic,25,Clear,24.0
728,2026-02-13,Coimbatore,COI-07,Member,Electric,21,Clear,24.0
729,2026-02-13,Coimbatore,COI-05,Member,Electric,15,Clear,24.0
730,2026-02-13,Chennai,CHE-12,Member,Classic,22,Clear,26.1
731,2026-02-13,Chennai,CHE-10,Member,Classic,15,Clear,26.1
732,2026-02-13,Chennai,CHE-07,Member,Classic,23,Clear,26.1
733,2026-02-13,Chennai,CHE-08,Casual,Classic,16,Clear,26.1
734,2026-02-13,Chennai,CHE-05,Member,Classic,16,Clear,26.1
735,2026-02-13,Chennai,CHE-09,Member,Electric,17,Clear,26.1
736,2026-02-13,Bengaluru,BEN-04,Member,Electric,13,Clear,27.3
737,2026-02-13,Bengaluru,BEN-07,Casual,Classic,11,Clear,27.3
738,2026-02-13,Bengaluru,BEN-03,Member,Electric,24,Clear,27.3
739,2026-02-13,Bengaluru,BEN-02,Casual,Classic,47,Clear,27.3
740,2026-02-13,Bengaluru,BEN-09,Member,Classic,13,Clear,27.3
741,2026-02-14,Coimbatore,COI-07,Casual,Classic,22,Rain,26.0
742,2026-02-14,Coimbatore,COI-10,Member,Classic,9,Rain,26.0
743,2026-02-14,Coimbatore,COI-10,Casual,Electric,37,Rain,26.0
744,2026-02-14,Coimbatore,COI-09,Casual,Electric,19,Rain,26.0
745,2026-02-14,Coimbatore,COI-10,Casual,Electric,23,Rain,26.0
746,2026-02-14,Coimbatore,COI-05,Casual,Classic,33,Rain,26.0
747,2026-02-14,Coimbatore,COI-07,Casual,Electric,21,Rain,26.0
748,2026-02-14,Coimbatore,COI-04,Casual,Classic,18,Rain,26.0
749,2026-02-14,Chennai,CHE-05,Casual,Classic,43,Cloudy,30.4
750,2026-02-14,Chennai,CHE-11,Casual,Electric,32,Cloudy,30.4
751,2026-02-14,Chennai,CHE-08,Member,Electric,33,Cloudy,30.4
752,2026-02-14,Chennai,CHE-12,Casual,Classic,60,Cloudy,30.4
753,2026-02-14,Chennai,CHE-07,Casual,Electric,43,Cloudy,30.4
754,2026-02-14,Chennai,CHE-06,Casual,Electric,46,Cloudy,30.4
755,2026-02-14,Bengaluru,BEN-10,Member,Classic,30,Clear,23.8
756,2026-02-14,Bengaluru,BEN-04,Member,Classic,31,Clear,23.8
757,2026-02-14,Bengaluru,BEN-12,Casual,Classic,18,Clear,23.8
758,2026-02-14,Bengaluru,BEN-08,Member,Classic,26,Clear,23.8
759,2026-02-14,Bengaluru,BEN-06,Casual,Electric,42,Clear,23.8
760,2026-02-14,Bengaluru,BEN-08,Casual,Classic,42,Clear,23.8
761,2026-02-14,Bengaluru,BEN-12,Casual,Classic,51,Clear,23.8
762,2026-02-15,Coimbatore,COI-04,Member,Classic,33,Clear,25.3
763,2026-02-15,Coimbatore,COI-07,Casual,Electric,37,Clear,25.3
764,2026-02-15,Coimbatore,COI-11,Casual,Electric,33,Clear,25.3
765,2026-02-15,Coimbatore,COI-01,Member,Electric,18,Clear,25.3
766,2026-02-15,Coimbatore,COI-05,Member,Electric,16,Clear,25.3
767,2026-02-15,Coimbatore,COI-06,Casual,Electric,37,Clear,25.3
768,2026-02-15,Chennai,CHE-07,Casual,Electric,61,Clear,27.8
769,2026-02-15,Chennai,CHE-06,Casual,Classic,66,Clear,27.8
770,2026-02-15,Chennai,CHE-05,Casual,Classic,40,Clear,27.8
771,2026-02-15,Chennai,CHE-11,Member,Classic,38,Clear,27.8
772,2026-02-15,Chennai,CHE-11,Member,Classic,29,Clear,27.8
773,2026-02-15,Chennai,CHE-04,Casual,Electric,38,Clear,27.8
774,2026-02-15,Chennai,CHE-10,Casual,Electric,45,Clear,27.8
775,2026-02-15,Chennai,CHE-08,Casual,Classic,41,Clear,27.8
776,2026-02-15,Chennai,CHE-07,Casual,Classic,42,Clear,27.8
777,2026-02-15,Bengaluru,BEN-04,Casual,Classic,46,Clear,23.2
778,2026-02-15,Bengaluru,BEN-08,Casual,Electric,55,Clear,23.2
779,2026-02-15,Bengaluru,BEN-11,Casual,Electric,21,Clear,23.2
780,2026-02-15,Bengaluru,BEN-02,Casual,Classic,39,Clear,23.2
781,2026-02-15,Bengaluru,BEN-03,Casual,Electric,38,Clear,23.2
782,2026-02-15,Bengaluru,BEN-11,Casual,Electric,27,Clear,23.2
783,2026-02-15,Bengaluru,BEN-06,Member,Classic,22,Clear,23.2
784,2026-02-15,Bengaluru,BEN-08,Casual,Classic,31,Clear,23.2
785,2026-02-15,Bengaluru,BEN-10,Casual,Classic,49,Clear,23.2
786,2026-02-15,Bengaluru,BEN-09,Member,Electric,17,Clear,23.2
787,2026-02-16,Coimbatore,COI-04,Member,Classic,12,Rain,25.4
788,2026-02-16,Coimbatore,COI-08,Member,Electric,10,Rain,25.4
789,2026-02-16,Coimbatore,COI-06,Member,Electric,11,Rain,25.4
790,2026-02-16,Chennai,CHE-03,Member,Classic,20,Clear,25.5
791,2026-02-16,Chennai,CHE-03,Member,Classic,20,Clear,25.5
792,2026-02-16,Chennai,CHE-07,Member,Electric,10,Clear,25.5
793,2026-02-16,Chennai,CHE-12,Member,Classic,24,Clear,25.5
794,2026-02-16,Bengaluru,BEN-01,Casual,Classic,19,Rain,28.5
795,2026-02-16,Bengaluru,BEN-06,Member,Electric,11,Rain,28.5
796,2026-02-16,Bengaluru,BEN-09,Member,Classic,15,Rain,28.5
797,2026-02-16,Bengaluru,BEN-05,Member,Classic,12,Rain,28.5
798,2026-02-16,Bengaluru,BEN-09,Member,Classic,9,Rain,28.5
799,2026-02-16,Bengaluru,BEN-08,Member,Electric,13,Rain,28.5
800,2026-02-17,Coimbatore,COI-01,Casual,Electric,32,Cloudy,24.3
801,2026-02-17,Coimbatore,COI-10,Member,Electric,23,Cloudy,24.3
802,2026-02-17,Coimbatore,COI-12,Member,Classic,23,Cloudy,24.3
803,2026-02-17,Coimbatore,COI-09,Member,Classic,20,Cloudy,24.3
804,2026-02-17,Coimbatore,COI-01,Member,Classic,16,Cloudy,24.3
805,2026-02-17,Chennai,CHE-08,Member,Classic,14,Cloudy,25.4
806,2026-02-17,Chennai,CHE-11,Casual,Classic,39,Cloudy,25.4
807,2026-02-17,Chennai,CHE-05,Member,Classic,15,Cloudy,25.4
808,2026-02-17,Bengaluru,BEN-05,Member,Electric,12,Clear,28.7
809,2026-02-17,Bengaluru,BEN-05,Member,Classic,19,Clear,28.7
810,2026-02-17,Bengaluru,BEN-06,Casual,Electric,37,Clear,28.7
811,2026-02-17,Bengaluru,BEN-04,Casual,Classic,41,Clear,28.7
812,2026-02-17,Bengaluru,BEN-04,Member,Classic,19,Clear,28.7
813,2026-02-18,Coimbatore,COI-09,Member,Classic,7,Clear,23.9
814,2026-02-18,Coimbatore,COI-05,Member,Electric,18,Clear,23.9
815,2026-02-18,Coimbatore,COI-01,Member,Classic,21,Clear,23.9
816,2026-02-18,Chennai,CHE-11,Casual,Classic,31,Cloudy,30.6
817,2026-02-18,Chennai,CHE-01,Member,Electric,24,Cloudy,30.6
818,2026-02-18,Chennai,CHE-11,Member,Classic,22,Cloudy,30.6
819,2026-02-18,Bengaluru,BEN-06,Casual,Classic,31,Clear,28.8
820,2026-02-18,Bengaluru,BEN-08,Member,Classic,14,Clear,28.8
821,2026-02-18,Bengaluru,BEN-11,Member,Classic,23,Clear,28.8
822,2026-02-18,Bengaluru,BEN-03,Casual,Classic,20,Clear,28.8
823,2026-02-18,Bengaluru,BEN-07,Member,Classic,20,Clear,28.8
824,2026-02-19,Coimbatore,COI-06,Member,Classic,17,Cloudy,27.6
825,2026-02-19,Coimbatore,COI-03,Member,Electric,23,Cloudy,27.6
826,2026-02-19,Coimbatore,COI-07,Member,Classic,13,Cloudy,27.6
827,2026-02-19,Coimbatore,COI-11,Member,Classic,18,Cloudy,27.6
828,2026-02-19,Coimbatore,COI-12,Member,Electric,17,Cloudy,27.6
829,2026-02-19,Coimbatore,COI-09,Member,Electric,16,Cloudy,27.6
830,2026-02-19,Chennai,CHE-11,Member,Electric,14,Clear,29.9
831,2026-02-19,Chennai,CHE-01,Member,Electric,6,Clear,29.9
832,2026-02-19,Chennai,CHE-09,Member,Electric,13,Clear,29.9
833,2026-02-19,Bengaluru,BEN-01,Member,Classic,11,Rain,28.7
834,2026-02-19,Bengaluru,BEN-07,Member,Classic,18,Rain,28.7
835,2026-02-19,Bengaluru,BEN-08,Member,Classic,6,Rain,28.7
836,2026-02-19,Bengaluru,BEN-06,Member,Classic,12,Rain,28.7
837,2026-02-19,Bengaluru,BEN-07,Member,Classic,10,Rain,28.7
838,2026-02-19,Bengaluru,BEN-02,Member,Classic,10,Rain,28.7
839,2026-02-19,Bengaluru,BEN-09,Casual,Electric,13,Rain,28.7
840,2026-02-20,Coimbatore,COI-04,Member,Electric,11,Cloudy,26.4
841,2026-02-20,Coimbatore,COI-12,Casual,Classic,33,Cloudy,26.4
842,2026-02-20,Coimbatore,COI-02,Member,Electric,12,Cloudy,26.4
843,2026-02-20,Coimbatore,COI-11,Member,Electric,22,Cloudy,26.4
844,2026-02-20,Chennai,CHE-08,Member,Electric,18,Clear,27.9
845,2026-02-20,Chennai,CHE-10,Member,Electric,18,Clear,27.9
846,2026-02-20,Chennai,CHE-07,Member,Classic,16,Clear,27.9
847,2026-02-20,Chennai,CHE-07,Member,Electric,19,Clear,27.9
848,2026-02-20,Chennai,CHE-11,Member,Electric,22,Clear,27.9
849,2026-02-20,Bengaluru,BEN-09,Member,Electric,22,Cloudy,26.4
850,2026-02-20,Bengaluru,BEN-07,Casual,Classic,39,Cloudy,26.4
851,2026-02-20,Bengaluru,BEN-03,Casual,Classic,14,Cloudy,26.4
852,2026-02-20,Bengaluru,BEN-03,Member,Classic,17,Cloudy,26.4
853,2026-02-21,Coimbatore,COI-12,Casual,Classic,19,Clear,27.4
854,2026-02-21,Coimbatore,COI-06,Casual,Classic,58,Clear,27.4
855,2026-02-21,Coimbatore,COI-12,Casual,Classic,47,Clear,27.4
856,2026-02-21,Coimbatore,COI-12,Casual,Classic,48,Clear,27.4
857,2026-02-21,Coimbatore,COI-04,Casual,Classic,39,Clear,27.4
858,2026-02-21,Coimbatore,COI-05,Member,Electric,15,Clear,27.4
859,2026-02-21,Chennai,CHE-11,Casual,Electric,27,Rain,26.6
860,2026-02-21,Chennai,CHE-06,Member,Classic,17,Rain,26.6
861,2026-02-21,Chennai,CHE-11,Casual,Classic,33,Rain,26.6
862,2026-02-21,Chennai,CHE-05,Casual,Electric,21,Rain,26.6
863,2026-02-21,Chennai,CHE-07,Casual,Classic,27,Rain,26.6
864,2026-02-21,Chennai,CHE-04,Member,Electric,14,Rain,26.6
865,2026-02-21,Chennai,CHE-03,Member,Electric,19,Rain,26.6
866,2026-02-21,Chennai,CHE-05,Casual,Electric,23,Rain,26.6
867,2026-02-21,Bengaluru,BEN-04,Casual,Classic,51,Cloudy,24.0
868,2026-02-21,Bengaluru,BEN-04,Casual,Classic,28,Cloudy,24.0
869,2026-02-21,Bengaluru,BEN-01,Casual,Electric,35,Cloudy,24.0
870,2026-02-21,Bengaluru,BEN-11,Casual,Classic,26,Cloudy,24.0
871,2026-02-21,Bengaluru,BEN-10,Member,Classic,27,Cloudy,24.0
872,2026-02-21,Bengaluru,BEN-08,Casual,Electric,41,Cloudy,24.0
873,2026-02-21,Bengaluru,BEN-10,Casual,Electric,36,Cloudy,24.0
874,2026-02-21,Bengaluru,BEN-12,Casual,Electric,26,Cloudy,24.0
875,2026-02-22,Coimbatore,COI-07,Casual,Classic,46,Clear,25.0
876,2026-02-22,Coimbatore,COI-05,Member,Classic,28,Clear,25.0
877,2026-02-22,Coimbatore,COI-12,Member,Classic,22,Clear,25.0
878,2026-02-22,Coimbatore,COI-06,Casual,Classic,49,Clear,25.0
879,2026-02-22,Coimbatore,COI-05,Casual,Electric,26,Clear,25.0
880,2026-02-22,Coimbatore,COI-06,Casual,Classic,26,Clear,25.0
881,2026-02-22,Coimbatore,COI-09,Member,Electric,9,Clear,25.0
882,2026-02-22,Chennai,CHE-06,Casual,Classic,36,Cloudy,26.9
883,2026-02-22,Chennai,CHE-04,Member,Classic,20,Cloudy,26.9
884,2026-02-22,Chennai,CHE-08,Casual,Electric,48,Cloudy,26.9
885,2026-02-22,Chennai,CHE-11,Casual,Electric,41,Cloudy,26.9
886,2026-02-22,Chennai,CHE-11,Member,Classic,22,Cloudy,26.9
887,2026-02-22,Chennai,CHE-06,Casual,Electric,55,Cloudy,26.9
888,2026-02-22,Bengaluru,BEN-05,Casual,Classic,22,Rain,29.6
889,2026-02-22,Bengaluru,BEN-09,Member,Classic,14,Rain,29.6
890,2026-02-22,Bengaluru,BEN-11,Casual,Classic,17,Rain,29.6
891,2026-02-22,Bengaluru,BEN-09,Member,Classic,15,Rain,29.6
892,2026-02-22,Bengaluru,BEN-04,Casual,Electric,23,Rain,29.6
893,2026-02-22,Bengaluru,BEN-02,Casual,Electric,28,Rain,29.6
894,2026-02-22,Bengaluru,BEN-12,Member,Electric,11,Rain,29.6
895,2026-02-22,Bengaluru,BEN-03,Casual,Electric,33,Rain,29.6
896,2026-02-22,Bengaluru,BEN-01,Member,Electric,11,Rain,29.6
897,2026-02-22,Bengaluru,BEN-10,Member,Classic,15,Rain,29.6
898,2026-02-23,Coimbatore,COI-06,Member,Classic,7,Rain,26.5
899,2026-02-23,Coimbatore,COI-10,Member,Electric,7,Rain,26.5
900,2026-02-23,Coimbatore,COI-01,Member,Electric,10,Rain,26.5
901,2026-02-23,Coimbatore,COI-11,Casual,Classic,21,Rain,26.5
902,2026-02-23,Chennai,CHE-11,Casual,Classic,30,Cloudy,27.8
903,2026-02-23,Chennai,CHE-09,Member,Classic,19,Cloudy,27.8
904,2026-02-23,Chennai,CHE-05,Member,Electric,25,Cloudy,27.8
905,2026-02-23,Chennai,CHE-06,Member,Electric,20,Cloudy,27.8
906,2026-02-23,Chennai,CHE-09,Casual,Classic,20,Cloudy,27.8
907,2026-02-23,Bengaluru,BEN-12,Member,Classic,22,Clear,24.1
908,2026-02-23,Bengaluru,BEN-04,Casual,Electric,30,Clear,24.1
909,2026-02-23,Bengaluru,BEN-04,Member,Electric,15,Clear,24.1
910,2026-02-23,Bengaluru,BEN-02,Member,Classic,18,Clear,24.1
911,2026-02-23,Bengaluru,BEN-09,Member,Electric,23,Clear,24.1
912,2026-02-24,Coimbatore,COI-04,Member,Classic,11,Cloudy,24.6
913,2026-02-24,Coimbatore,COI-11,Casual,Classic,30,Cloudy,24.6
914,2026-02-24,Coimbatore,COI-02,Member,Classic,20,Cloudy,24.6
915,2026-02-24,Coimbatore,COI-05,Casual,Classic,21,Cloudy,24.6
916,2026-02-24,Coimbatore,COI-10,Member,Classic,20,Cloudy,24.6
917,2026-02-24,Coimbatore,COI-04,Member,Classic,18,Cloudy,24.6
918,2026-02-24,Chennai,CHE-11,Member,Classic,18,Cloudy,30.0
919,2026-02-24,Chennai,CHE-05,Casual,Electric,25,Cloudy,30.0
920,2026-02-24,Chennai,CHE-11,Member,Classic,19,Cloudy,30.0
921,2026-02-24,Chennai,CHE-09,Member,Electric,20,Cloudy,30.0
922,2026-02-24,Bengaluru,BEN-01,Member,Classic,16,Clear,29.5
923,2026-02-24,Bengaluru,BEN-10,Casual,Electric,36,Clear,29.5
924,2026-02-24,Bengaluru,BEN-05,Member,Classic,13,Clear,29.5
925,2026-02-24,Bengaluru,BEN-06,Member,Electric,10,Clear,29.5
926,2026-02-24,Bengaluru,BEN-10,Member,Electric,19,Clear,29.5
927,2026-02-25,Coimbatore,COI-10,Member,Classic,21,Clear,27.3
928,2026-02-25,Coimbatore,COI-03,Member,Electric,18,Clear,27.3
929,2026-02-25,Coimbatore,COI-03,Member,Classic,24,Clear,27.3
930,2026-02-25,Coimbatore,COI-06,Casual,Classic,28,Clear,27.3
931,2026-02-25,Coimbatore,COI-04,Member,Electric,18,Clear,27.3
932,2026-02-25,Chennai,CHE-08,Casual,Classic,38,Cloudy,29.4
933,2026-02-25,Chennai,CHE-09,Casual,Classic,30,Cloudy,29.4
934,2026-02-25,Chennai,CHE-12,Member,Classic,16,Cloudy,29.4
935,2026-02-25,Bengaluru,BEN-02,Member,Classic,10,Cloudy,27.8
936,2026-02-25,Bengaluru,BEN-04,Member,Classic,13,Cloudy,27.8
937,2026-02-25,Bengaluru,BEN-08,Member,Classic,22,Cloudy,27.8
938,2026-02-25,Bengaluru,BEN-03,Casual,Classic,25,Cloudy,27.8
939,2026-02-25,Bengaluru,BEN-03,Member,Classic,14,Cloudy,27.8
940,2026-02-25,Bengaluru,BEN-12,Member,Classic,18,Cloudy,27.8
941,2026-02-26,Coimbatore,COI-10,Member,Classic,16,Cloudy,27.0
942,2026-02-26,Coimbatore,COI-01,Member,Electric,13,Cloudy,27.0
943,2026-02-26,Coimbatore,COI-09,Member,Classic,16,Cloudy,27.0
944,2026-02-26,Chennai,CHE-09,Member,Electric,10,Rain,27.3
945,2026-02-26,Chennai,CHE-12,Casual,Classic,18,Rain,27.3
946,2026-02-26,Chennai,CHE-02,Casual,Electric,19,Rain,27.3
947,2026-02-26,Bengaluru,BEN-10,Casual,Classic,37,Clear,30.4
948,2026-02-26,Bengaluru,BEN-11,Casual,Classic,23,Clear,30.4
949,2026-02-26,Bengaluru,BEN-10,Member,Classic,14,Clear,30.4
950,2026-02-26,Bengaluru,BEN-07,Member,Classic,9,Clear,30.4
951,2026-02-26,Bengaluru,BEN-11,Member,Classic,8,Clear,30.4
952,2026-02-27,Coimbatore,COI-10,Member,Electric,17,Cloudy,28.2
953,2026-02-27,Coimbatore,COI-08,Member,Electric,16,Cloudy,28.2
954,2026-02-27,Coimbatore,COI-09,Member,Electric,18,Cloudy,28.2
955,2026-02-27,Coimbatore,COI-09,Casual,Electric,34,Cloudy,28.2
956,2026-02-27,Coimbatore,COI-12,Member,Electric,12,Cloudy,28.2
957,2026-02-27,Coimbatore,COI-07,Member,Classic,21,Cloudy,28.2
958,2026-02-27,Chennai,CHE-02,Casual,Electric,19,Cloudy,31.0
959,2026-02-27,Chennai,CHE-02,Member,Classic,19,Cloudy,31.0
960,2026-02-27,Chennai,CHE-07,Member,Electric,8,Cloudy,31.0
961,2026-02-27,Chennai,CHE-09,Member,Classic,18,Cloudy,31.0
962,2026-02-27,Chennai,CHE-11,Member,Classic,17,Cloudy,31.0
963,2026-02-27,Bengaluru,BEN-09,Member,Classic,16,Cloudy,26.5
964,2026-02-27,Bengaluru,BEN-05,Member,Classic,15,Cloudy,26.5
965,2026-02-27,Bengaluru,BEN-09,Casual,Classic,35,Cloudy,26.5
966,2026-02-27,Bengaluru,BEN-09,Member,Classic,23,Cloudy,26.5
967,2026-02-27,Bengaluru,BEN-07,Member,Electric,11,Cloudy,26.5
968,2026-02-28,Coimbatore,COI-12,Casual,Classic,19,Rain,28.7
969,2026-02-28,Coimbatore,COI-09,Casual,Classic,13,Rain,28.7
970,2026-02-28,Coimbatore,COI-01,Casual,Electric,23,Rain,28.7
971,2026-02-28,Coimbatore,COI-03,Member,Electric,15,Rain,28.7
972,2026-02-28,Coimbatore,COI-02,Casual,Electric,24,Rain,28.7
973,2026-02-28,Coimbatore,COI-07,Member,Classic,14,Rain,28.7
974,2026-02-28,Coimbatore,COI-11,Casual,Classic,25,Rain,28.7
975,2026-02-28,Chennai,CHE-04,Casual,Electric,33,Cloudy,30.3
976,2026-02-28,Chennai,CHE-09,Casual,Electric,32,Cloudy,30.3
977,2026-02-28,Chennai,CHE-04,Member,Classic,17,Cloudy,30.3
978,2026-02-28,Chennai,CHE-06,Casual,Electric,33,Cloudy,30.3
979,2026-02-28,Chennai,CHE-07,Member,Classic,33,Cloudy,30.3
980,2026-02-28,Chennai,CHE-10,Casual,Classic,68,Cloudy,30.3
981,2026-02-28,Chennai,CHE-09,Member,Classic,19,Cloudy,30.3
982,2026-02-28,Chennai,CHE-10,Member,Electric,10,Cloudy,30.3
983,2026-02-28,Bengaluru,BEN-01,Member,Electric,17,Clear,29.6
984,2026-02-28,Bengaluru,BEN-02,Member,Classic,24,Clear,29.6
985,2026-02-28,Bengaluru,BEN-09,Casual,Classic,37,Clear,29.6
986,2026-02-28,Bengaluru,BEN-10,Casual,Electric,44,Clear,29.6
987,2026-02-28,Bengaluru,BEN-04,Member,Classic,18,Clear,29.6
988,2026-02-28,Bengaluru,BEN-08,Casual,Electric,48,Clear,29.6
989,2026-02-28,Bengaluru,BEN-05,Casual,Electric,47,Clear,29.6
990,2026-02-28,Bengaluru,BEN-04,Member,Electric,18,Clear,29.6
991,2026-02-28,Bengaluru,BEN-09,Casual,Classic,30,Clear,29.6
992,2026-03-01,Coimbatore,COI-12,Member,Classic,35,Cloudy,26.4
993,2026-03-01,Coimbatore,COI-06,Casual,Classic,50,Cloudy,26.4
994,2026-03-01,Coimbatore,COI-03,Member,Classic,20,Cloudy,26.4
995,2026-03-01,Coimbatore,COI-04,Casual,Electric,50,Cloudy,26.4
996,2026-03-01,Coimbatore,COI-05,Member,Classic,19,Cloudy,26.4
997,2026-03-01,Coimbatore,COI-03,Member,Classic,23,Cloudy,26.4
998,2026-03-01,Chennai,CHE-01,Casual,Classic,54,Clear,27.3
999,2026-03-01,Chennai,CHE-10,Casual,Classic,51,Clear,27.3
1000,2026-03-01,Chennai,CHE-10,Member,Electric,24,Clear,27.3
1001,2026-03-01,Chennai,CHE-05,Casual,Classic,62,Clear,27.3
1002,2026-03-01,Chennai,CHE-03,Casual,Electric,38,Clear,27.3
1003,2026-03-01,Chennai,CHE-09,Member,Electric,16,Clear,27.3
1004,2026-03-01,Bengaluru,BEN-12,Member,Electric,23,Clear,29.0
1005,2026-03-01,Bengaluru,BEN-07,Casual,Classic,55,Clear,29.0
1006,2026-03-01,Bengaluru,BEN-10,Casual,Classic,41,Clear,29.0
1007,2026-03-01,Bengaluru,BEN-10,Casual,Classic,39,Clear,29.0
1008,2026-03-01,Bengaluru,BEN-07,Member,Classic,27,Clear,29.0
1009,2026-03-01,Bengaluru,BEN-05,Member,Electric,15,Clear,29.0
1010,2026-03-01,Bengaluru,BEN-10,Casual,Classic,54,Clear,29.0
1011,2026-03-01,Bengaluru,BEN-09,Casual,Electric,37,Clear,29.0
1012,2026-03-01,Bengaluru,BEN-03,Casual,Classic,22,Clear,29.0
1013,2026-03-02,Coimbatore,COI-09,Member,Classic,23,Clear,21.1
1014,2026-03-02,Coimbatore,COI-05,Casual,Electric,25,Clear,21.1
1015,2026-03-02,Coimbatore,COI-03,Member,Electric,20,Clear,21.1
1016,2026-03-02,Coimbatore,COI-08,Member,Electric,19,Clear,21.1
1017,2026-03-02,Chennai,CHE-01,Member,Classic,21,Clear,25.0
1018,2026-03-02,Chennai,CHE-11,Member,Classic,17,Clear,25.0
1019,2026-03-02,Chennai,CHE-03,Casual,Classic,22,Clear,25.0
1020,2026-03-02,Bengaluru,BEN-02,Member,Electric,15,Clear,25.0
1021,2026-03-02,Bengaluru,BEN-03,Member,Classic,16,Clear,25.0
1022,2026-03-02,Bengaluru,BEN-07,Member,Electric,16,Clear,25.0
1023,2026-03-02,Bengaluru,BEN-03,Member,Classic,19,Clear,25.0
1024,2026-03-02,Bengaluru,BEN-11,Member,Classic,17,Clear,25.0
1025,2026-03-02,Bengaluru,BEN-08,Member,Classic,16,Clear,25.0
1026,2026-03-03,Coimbatore,COI-01,Member,Classic,15,Cloudy,24.3
1027,2026-03-03,Coimbatore,COI-12,Member,Classic,18,Cloudy,24.3
1028,2026-03-03,Coimbatore,COI-02,Member,Classic,25,Cloudy,24.3
1029,2026-03-03,Coimbatore,COI-07,Member,Electric,17,Cloudy,24.3
1030,2026-03-03,Coimbatore,COI-02,Member,Electric,18,Cloudy,24.3
1031,2026-03-03,Chennai,CHE-08,Casual,Classic,34,Cloudy,23.6
1032,2026-03-03,Chennai,CHE-03,Member,Classic,25,Cloudy,23.6
1033,2026-03-03,Chennai,CHE-08,Member,Electric,21,Cloudy,23.6
1034,2026-03-03,Chennai,CHE-05,Member,Electric,15,Cloudy,23.6
1035,2026-03-03,Chennai,CHE-10,Member,Classic,23,Cloudy,23.6
1036,2026-03-03,Bengaluru,BEN-11,Member,Classic,16,Cloudy,24.9
1037,2026-03-03,Bengaluru,BEN-02,Member,Electric,15,Cloudy,24.9
1038,2026-03-03,Bengaluru,BEN-05,Member,Classic,18,Cloudy,24.9
1039,2026-03-03,Bengaluru,BEN-03,Member,Classic,10,Cloudy,24.9
1040,2026-03-03,Bengaluru,BEN-01,Member,Classic,17,Cloudy,24.9
1041,2026-03-03,Bengaluru,BEN-07,Member,Classic,18,Cloudy,24.9
1042,2026-03-03,Bengaluru,BEN-01,Casual,Classic,25,Cloudy,24.9
1043,2026-03-04,Coimbatore,COI-07,Member,Classic,17,Clear,26.6
1044,2026-03-04,Coimbatore,COI-11,Member,Classic,12,Clear,26.6
1045,2026-03-04,Coimbatore,COI-11,Member,Electric,25,Clear,26.6
1046,2026-03-04,Coimbatore,COI-09,Member,Electric,14,Clear,26.6
1047,2026-03-04,Coimbatore,COI-05,Casual,Classic,35,Clear,26.6
1048,2026-03-04,Chennai,CHE-04,Member,Electric,16,Cloudy,27.0
1049,2026-03-04,Chennai,CHE-02,Member,Classic,19,Cloudy,27.0
1050,2026-03-04,Chennai,CHE-08,Member,Classic,18,Cloudy,27.0
1051,2026-03-04,Bengaluru,BEN-06,Member,Classic,15,Clear,22.2
1052,2026-03-04,Bengaluru,BEN-06,Member,Electric,25,Clear,22.2
1053,2026-03-04,Bengaluru,BEN-07,Member,Electric,20,Clear,22.2
1054,2026-03-04,Bengaluru,BEN-04,Member,Classic,21,Clear,22.2
1055,2026-03-05,Coimbatore,COI-08,Member,Electric,18,Cloudy,26.4
1056,2026-03-05,Coimbatore,COI-04,Member,Electric,26,Cloudy,26.4
1057,2026-03-05,Coimbatore,COI-08,Member,Electric,5,Cloudy,26.4
1058,2026-03-05,Coimbatore,COI-06,Member,Electric,16,Cloudy,26.4
1059,2026-03-05,Coimbatore,COI-02,Member,Electric,18,Cloudy,26.4
1060,2026-03-05,Chennai,CHE-11,Member,Classic,12,Clear,25.2
1061,2026-03-05,Chennai,CHE-03,Member,Classic,15,Clear,25.2
1062,2026-03-05,Chennai,CHE-07,Casual,Classic,27,Clear,25.2
1063,2026-03-05,Chennai,CHE-08,Casual,Classic,46,Clear,25.2
1064,2026-03-05,Chennai,CHE-02,Member,Classic,20,Clear,25.2
1065,2026-03-05,Bengaluru,BEN-01,Member,Electric,24,Clear,21.9
1066,2026-03-05,Bengaluru,BEN-09,Member,Classic,18,Clear,21.9
1067,2026-03-05,Bengaluru,BEN-11,Casual,Classic,34,Clear,21.9
1068,2026-03-05,Bengaluru,BEN-08,Casual,Electric,54,Clear,21.9
1069,2026-03-05,Bengaluru,BEN-05,Casual,Classic,23,Clear,21.9
