Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,State,City,Product Category,Sub-Category,Sales,Profit,Quantity,Discount
ORD-2024-1524,20-08-2024,24-08-2024,Second Class,Corporate,East,Odisha,Bhubaneswar,Furniture,Bookcases,1347.36,-155.55,5,0.3
ORD-2025-1530,20-08-2025,25-08-2025,Same Day,Home Office,East,West Bengal,Siliguri,Furniture,Tables,1310.8,94.71,5,0
ORD-2025-1257,20-09-2025,25-09-2025,Same Day,Consumer,East,Bihar,Patna,Electronics,Audio,10432.95,1563.79,11,0
ORD-2025-1363,20-09-2025,27-09-2025,Second Class,Home Office,East,West Bengal,Kolkata,Technology,Copiers,12179.92,9.09,12,0.15
ORD-2025-1258,20-10-2025,25-10-2025,Same Day,Home Office,North,Uttar Pradesh,Kanpur,Furniture,Tables,1791.09,-354.72,9,0.3
ORD-2025-1017,20-11-2025,27-11-2025,First Class,Consumer,West,Madhya Pradesh,Bhopal,Electronics,Audio,2954.4,414.39,2,0
ORD-2025-1520,20-11-2025,27-11-2025,Same Day,Consumer,North,Rajasthan,Udaipur,Office Supplies,Art,406.3,129.69,2,0
ORD-2025-1583,20-11-2025,24-11-2025,First Class,Corporate,North,Delhi,New Delhi,Technology,Copiers,4186.56,624.03,12,0
ORD-2024-1160,20-12-2024,24-12-2024,First Class,Home Office,South,Telangana,Hyderabad,Office Supplies,Binders,1789.67,288.85,12,0.1
ORD-2024-1048,21-01-2024,26-01-2024,Second Class,Corporate,North,Delhi,New Delhi,Electronics,Audio,754.46,58.05,3,0.1
ORD-2024-1040,21-02-2024,26-02-2024,Same Day,Home Office,West,Gujarat,Ahmedabad,Technology,Copiers,1121.98,59.84,2,0.1
ORD-2024-1150,21-02-2024,24-02-2024,Standard Class,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Binders,1111.0,107.83,11,0.2
ORD-2024-1285,21-02-2024,24-02-2024,Same Day,Home Office,South,Karnataka,Bengaluru,Furniture,Storage,3289.0,501.08,5,0
ORD-2024-1314,21-02-2024,26-02-2024,Second Class,Consumer,North,Rajasthan,Udaipur,Furniture,Bookcases,2599.94,52.85,11,0.1
ORD-2024-1489,21-04-2024,23-04-2024,Standard Class,Corporate,West,Gujarat,Surat,Furniture,Storage,3663.24,481.34,7,0
ORD-2024-1521,21-04-2024,23-04-2024,Second Class,Home Office,North,Rajasthan,Jaipur,Office Supplies,Binders,871.32,243.65,12,0
ORD-2025-1037,21-04-2025,25-04-2025,Second Class,Home Office,East,Odisha,Bhubaneswar,Technology,Machines,3497.04,147.99,4,0.15
ORD-2025-1461,21-04-2025,26-04-2025,First Class,Home Office,East,Bihar,Patna,Technology,Phones,4069.12,202.34,12,0.1
ORD-2025-1475,21-04-2025,26-04-2025,Standard Class,Home Office,West,Maharashtra,Mumbai,Technology,Machines,2642.9,408.39,10,0
ORD-2025-1517,21-04-2025,26-04-2025,Standard Class,Home Office,North,Uttar Pradesh,Lucknow,Furniture,Bookcases,681.12,91.83,6,0
ORD-2024-1428,21-05-2024,24-05-2024,Second Class,Home Office,South,Karnataka,Bengaluru,Office Supplies,Paper,1563.21,426.77,9,0
ORD-2024-1341,21-07-2024,28-07-2024,Second Class,Consumer,North,Uttar Pradesh,Noida,Furniture,Chairs,3336.54,276.34,6,0
ORD-2024-1507,21-08-2024,22-08-2024,Second Class,Consumer,South,Telangana,Hyderabad,Technology,Machines,2929.96,-351.61,7,0.3
ORD-2024-1570,21-09-2024,24-09-2024,Same Day,Consumer,North,Punjab,Ludhiana,Furniture,Chairs,1488.26,-36.83,3,0.2
ORD-2025-1216,21-09-2025,26-09-2025,First Class,Consumer,East,Assam,Guwahati,Technology,Machines,833.94,118.24,3,0
ORD-2024-1159,21-10-2024,22-10-2024,Same Day,Corporate,West,Goa,Panaji,Office Supplies,Art,1178.55,270.57,9,0.1
ORD-2025-1553,21-10-2025,25-10-2025,Same Day,Home Office,South,Kerala,Thiruvananthapuram,Furniture,Bookcases,3478.2,104.39,11,0.15
ORD-2025-1596,21-10-2025,24-10-2025,Same Day,Consumer,West,Goa,Panaji,Furniture,Chairs,276.0,-28.41,1,0.2
ORD-2024-1250,21-11-2024,25-11-2024,Standard Class,Consumer,East,Bihar,Patna,Technology,Machines,1342.22,192.76,2,0
ORD-2025-1324,21-11-2025,28-11-2025,Same Day,Consumer,East,West Bengal,Siliguri,Office Supplies,Labels,2016.0,640.58,9,0
ORD-2024-1366,21-12-2024,24-12-2024,Standard Class,Corporate,North,Delhi,New Delhi,Office Supplies,Art,217.58,50.69,4,0.1
ORD-2024-1386,21-12-2024,25-12-2024,Same Day,Corporate,South,Kerala,Thiruvananthapuram,Office Supplies,Art,247.0,42.18,2,0.1
ORD-2024-1399,21-12-2024,25-12-2024,Second Class,Corporate,West,Gujarat,Surat,Electronics,Wearables,892.63,-37.69,1,0.2
ORD-2025-1230,21-12-2025,22-12-2025,Second Class,Home Office,West,Goa,Panaji,Office Supplies,Binders,42.16,10.26,8,0
ORD-2025-1514,21-12-2025,25-12-2025,Same Day,Corporate,North,Delhi,New Delhi,Technology,Accessories,19396.73,-49.63,12,0.15
ORD-2025-1004,22-01-2025,23-01-2025,First Class,Home Office,East,Bihar,Patna,Technology,Phones,11774.36,983.69,11,0.15
ORD-2025-1265,22-01-2025,25-01-2025,Standard Class,Home Office,East,Odisha,Bhubaneswar,Furniture,Tables,3409.4,299.25,5,0
ORD-2024-1155,22-02-2024,27-02-2024,Same Day,Consumer,East,West Bengal,Siliguri,Furniture,Tables,3412.58,-129.27,9,0.2
ORD-2025-1206,22-02-2025,01-03-2025,Second Class,Home Office,South,Kerala,Thiruvananthapuram,Technology,Phones,12633.94,1948.18,11,0
ORD-2024-1005,22-03-2024,24-03-2024,First Class,Consumer,South,Tamil Nadu,Chennai,Technology,Machines,13437.34,2356.12,7,0
ORD-2024-1381,22-03-2024,24-03-2024,First Class,Home Office,East,Assam,Guwahati,Technology,Phones,4929.66,962.77,6,0
ORD-2024-1431,22-03-2024,29-03-2024,Same Day,Home Office,South,Karnataka,Bengaluru,Technology,Machines,4430.98,352.77,3,0.15
ORD-2025-1107,22-03-2025,23-03-2025,Same Day,Home Office,South,Telangana,Hyderabad,Office Supplies,Binders,164.7,-1.43,2,0.3
ORD-2024-1009,22-04-2024,24-04-2024,Same Day,Corporate,South,Karnataka,Mysuru,Furniture,Chairs,5885.65,233.31,11,0.1
ORD-2024-1140,22-05-2024,24-05-2024,First Class,Corporate,South,Telangana,Hyderabad,Furniture,Tables,728.11,91.31,1,0
ORD-2024-1529,22-05-2024,29-05-2024,Second Class,Corporate,West,Goa,Panaji,Technology,Phones,6285.1,1069.49,5,0
ORD-2025-1164,22-05-2025,24-05-2025,Standard Class,Corporate,West,Gujarat,Ahmedabad,Electronics,Cameras,7043.6,710.89,5,0
ORD-2025-1549,22-05-2025,25-05-2025,First Class,Corporate,East,West Bengal,Siliguri,Furniture,Tables,4736.74,-501.81,9,0.2
ORD-2024-1188,22-06-2024,24-06-2024,Standard Class,Home Office,West,Madhya Pradesh,Indore,Technology,Machines,12901.28,2860.08,8,0
ORD-2025-1141,22-06-2025,26-06-2025,First Class,Home Office,South,Tamil Nadu,Chennai,Office Supplies,Labels,1934.5,469.18,10,0
ORD-2025-1170,22-06-2025,26-06-2025,Standard Class,Consumer,West,Gujarat,Ahmedabad,Technology,Phones,7254.96,1608.6,6,0
ORD-2025-1451,22-07-2025,27-07-2025,First Class,Consumer,West,Maharashtra,Nagpur,Office Supplies,Art,76.72,6.38,10,0.2
ORD-2024-1015,22-08-2024,23-08-2024,First Class,Home Office,North,Punjab,Ludhiana,Furniture,Chairs,4934.64,599.14,6,0
ORD-2024-1446,22-09-2024,27-09-2024,Same Day,Home Office,North,Rajasthan,Udaipur,Office Supplies,Art,1459.1,470.87,10,0
ORD-2025-1052,22-09-2025,27-09-2025,First Class,Corporate,South,Kerala,Kochi,Technology,Machines,12432.6,1523.91,8,0.1
ORD-2025-1090,22-09-2025,26-09-2025,Second Class,Corporate,West,Gujarat,Surat,Technology,Copiers,10360.05,2061.94,5,0
ORD-2025-1136,22-10-2025,25-10-2025,Same Day,Corporate,South,Kerala,Kochi,Furniture,Tables,3769.6,491.97,10,0
ORD-2024-1204,22-11-2024,25-11-2024,Second Class,Corporate,South,Kerala,Thiruvananthapuram,Furniture,Storage,6757.74,518.83,11,0.1
ORD-2024-1068,22-12-2024,26-12-2024,First Class,Corporate,South,Kerala,Thiruvananthapuram,Electronics,Cameras,5939.56,1103.41,11,0
ORD-2024-1211,22-12-2024,26-12-2024,Standard Class,Corporate,East,Bihar,Patna,Technology,Copiers,2928.1,-13.92,12,0.2
ORD-2025-1460,22-12-2025,27-12-2025,Same Day,Home Office,West,Maharashtra,Mumbai,Office Supplies,Paper,1719.87,49.9,11,0.3
ORD-2024-1493,23-03-2024,27-03-2024,Standard Class,Corporate,North,Uttar Pradesh,Noida,Electronics,Cameras,4620.2,-275.77,5,0.2
ORD-2025-1123,23-03-2025,24-03-2025,First Class,Consumer,North,Punjab,Amritsar,Office Supplies,Paper,663.24,3.39,4,0.3
ORD-2024-1126,23-04-2024,26-04-2024,Same Day,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,126.44,32.1,2,0
ORD-2024-1306,23-04-2024,28-04-2024,Standard Class,Home Office,West,Goa,Panaji,Furniture,Chairs,1885.8,279.01,3,0
ORD-2024-1403,23-04-2024,24-04-2024,Second Class,Consumer,West,Gujarat,Surat,Office Supplies,Art,266.36,83.51,2,0
ORD-2024-1167,23-05-2024,27-05-2024,Second Class,Corporate,East,West Bengal,Siliguri,Technology,Accessories,3118.24,486.69,4,0
ORD-2024-1273,23-06-2024,30-06-2024,First Class,Corporate,East,Assam,Guwahati,Furniture,Tables,574.72,37.0,2,0.1
ORD-2025-1105,23-06-2025,30-06-2025,Standard Class,Consumer,North,Uttar Pradesh,Kanpur,Furniture,Storage,1198.44,94.01,4,0.1
ORD-2025-1445,23-06-2025,27-06-2025,Standard Class,Home Office,South,Tamil Nadu,Madurai,Electronics,Cameras,9785.88,1577.54,12,0
ORD-2024-1325,23-07-2024,26-07-2024,Second Class,Consumer,North,Delhi,New Delhi,Furniture,Chairs,2085.45,288.5,3,0
ORD-2024-1420,23-07-2024,30-07-2024,Standard Class,Consumer,South,Kerala,Kochi,Electronics,Audio,5025.72,-811.24,12,0.3
ORD-2025-1411,23-07-2025,28-07-2025,First Class,Consumer,East,West Bengal,Siliguri,Electronics,Wearables,4179.99,433.77,3,0
ORD-2024-1361,23-08-2024,27-08-2024,Same Day,Corporate,East,Bihar,Patna,Technology,Phones,5233.59,792.61,3,0
ORD-2024-1580,23-09-2024,25-09-2024,Standard Class,Corporate,West,Goa,Panaji,Office Supplies,Paper,728.41,-8.61,6,0.3
ORD-2025-1433,23-09-2025,27-09-2025,Standard Class,Home Office,South,Karnataka,Bengaluru,Furniture,Storage,5152.4,580.96,8,0
ORD-2025-1462,23-09-2025,26-09-2025,First Class,Corporate,West,Madhya Pradesh,Indore,Electronics,Audio,9621.64,1635.31,7,0
ORD-2025-1559,23-09-2025,30-09-2025,Standard Class,Consumer,South,Tamil Nadu,Coimbatore,Furniture,Storage,1846.35,140.59,5,0
ORD-2024-1106,23-10-2024,26-10-2024,Second Class,Corporate,South,Telangana,Hyderabad,Technology,Machines,2252.61,-15.62,8,0.2
ORD-2024-1337,23-10-2024,30-10-2024,Same Day,Corporate,North,Delhi,New Delhi,Electronics,Audio,987.9,174.39,2,0
ORD-2025-1255,23-10-2025,27-10-2025,First Class,Consumer,East,West Bengal,Kolkata,Electronics,Audio,1715.55,-149.36,2,0.3
ORD-2024-1538,23-11-2024,27-11-2024,First Class,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,660.57,162.72,3,0
ORD-2025-1120,23-11-2025,30-11-2025,Same Day,Consumer,South,Karnataka,Mysuru,Furniture,Bookcases,1868.44,-68.21,8,0.15
ORD-2025-1198,24-01-2025,31-01-2025,First Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,1734.7,-123.23,3,0.2
ORD-2025-1560,24-01-2025,25-01-2025,Second Class,Consumer,East,Bihar,Patna,Technology,Machines,5395.19,405.32,6,0.1
ORD-2025-1280,24-02-2025,27-02-2025,Standard Class,Consumer,North,Delhi,New Delhi,Technology,Machines,6149.85,343.75,8,0.15
ORD-2025-1066,24-03-2025,25-03-2025,First Class,Consumer,East,Assam,Guwahati,Office Supplies,Labels,848.51,69.77,7,0.2
ORD-2025-1215,24-06-2025,01-07-2025,Standard Class,Corporate,East,Odisha,Bhubaneswar,Furniture,Storage,2005.09,-51.62,7,0.15
ORD-2025-1183,24-08-2025,31-08-2025,First Class,Corporate,East,Assam,Guwahati,Electronics,Audio,3696.8,114.19,4,0.1
ORD-2025-1382,24-08-2025,29-08-2025,Standard Class,Consumer,West,Goa,Panaji,Technology,Machines,14893.2,2209.98,7,0
ORD-2024-1168,24-09-2024,01-10-2024,Same Day,Corporate,East,Bihar,Patna,Office Supplies,Binders,372.36,110.51,4,0
ORD-2025-1182,24-10-2025,25-10-2025,Second Class,Consumer,South,Kerala,Kochi,Furniture,Bookcases,5017.38,619.97,6,0
ORD-2025-1288,24-10-2025,26-10-2025,First Class,Home Office,West,Maharashtra,Nagpur,Furniture,Tables,572.94,54.57,1,0
ORD-2025-1036,24-11-2025,01-12-2025,Standard Class,Corporate,West,Goa,Panaji,Furniture,Storage,6972.55,-243.38,10,0.15
ORD-2025-1212,24-11-2025,26-11-2025,Second Class,Corporate,North,Delhi,New Delhi,Technology,Phones,24634.08,4473.53,12,0
ORD-2025-1097,25-01-2025,30-01-2025,Standard Class,Home Office,East,Odisha,Bhubaneswar,Furniture,Bookcases,3502.41,-15.61,8,0.15
ORD-2024-1373,25-02-2024,01-03-2024,First Class,Corporate,East,Assam,Guwahati,Technology,Accessories,12093.6,-21.09,8,0.15
ORD-2024-1505,25-02-2024,03-03-2024,Same Day,Consumer,West,Madhya Pradesh,Indore,Furniture,Chairs,1363.1,7.0,4,0.1
ORD-2025-1523,25-02-2025,02-03-2025,Same Day,Corporate,North,Delhi,New Delhi,Technology,Machines,6312.92,-677.81,11,0.3
ORD-2025-1115,25-03-2025,30-03-2025,First Class,Corporate,North,Punjab,Ludhiana,Furniture,Storage,1525.95,163.71,3,0
ORD-2025-1476,25-04-2025,29-04-2025,Same Day,Corporate,East,West Bengal,Siliguri,Office Supplies,Binders,888.08,149.54,8,0.15
ORD-2025-1320,25-05-2025,26-05-2025,Same Day,Home Office,North,Rajasthan,Udaipur,Technology,Accessories,1031.7,91.34,1,0.15
ORD-2025-1175,25-06-2025,27-06-2025,Standard Class,Corporate,East,West Bengal,Kolkata,Electronics,Cameras,3102.74,-526.39,4,0.3
ORD-2025-1406,25-06-2025,26-06-2025,Standard Class,Consumer,West,Goa,Panaji,Technology,Machines,8210.15,1842.85,5,0
ORD-2025-1061,25-07-2025,29-07-2025,Same Day,Corporate,South,Telangana,Hyderabad,Electronics,Audio,9331.0,1656.9,10,0
ORD-2024-1348,25-08-2024,26-08-2024,First Class,Corporate,West,Goa,Panaji,Furniture,Storage,1187.08,162.46,4,0
ORD-2025-1094,25-08-2025,28-08-2025,Same Day,Home Office,North,Punjab,Ludhiana,Office Supplies,Paper,44.35,10.76,5,0
ORD-2025-1562,25-08-2025,26-08-2025,Standard Class,Corporate,West,Madhya Pradesh,Bhopal,Furniture,Storage,5285.56,-137.27,7,0.15
ORD-2024-1072,25-10-2024,30-10-2024,Same Day,Consumer,West,Maharashtra,Nagpur,Technology,Copiers,7748.66,-710.94,7,0.3
ORD-2024-1110,25-12-2024,01-01-2025,Standard Class,Consumer,North,Delhi,New Delhi,Electronics,Cameras,11086.77,-1721.01,11,0.3
ORD-2024-1463,25-12-2024,29-12-2024,Second Class,Home Office,West,Madhya Pradesh,Indore,Furniture,Chairs,1374.66,201.79,3,0
ORD-2025-1030,26-02-2025,27-02-2025,Second Class,Corporate,South,Karnataka,Bengaluru,Electronics,Audio,1336.78,-102.82,6,0.3
ORD-2025-1322,26-02-2025,03-03-2025,First Class,Home Office,East,Bihar,Patna,Technology,Accessories,16014.31,398.62,12,0.15
ORD-2025-1203,26-03-2025,29-03-2025,First Class,Home Office,West,Goa,Panaji,Technology,Machines,9390.11,80.87,11,0.15
ORD-2024-1060,26-04-2024,27-04-2024,Standard Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Storage,694.59,-1.43,2,0.15
ORD-2024-1309,26-04-2024,30-04-2024,Same Day,Corporate,East,West Bengal,Siliguri,Technology,Accessories,7524.24,1606.96,8,0
ORD-2024-1352,26-04-2024,30-04-2024,Same Day,Consumer,East,West Bengal,Kolkata,Office Supplies,Art,1363.44,394.14,8,0
ORD-2024-1502,26-05-2024,02-06-2024,Second Class,Home Office,East,Assam,Guwahati,Technology,Accessories,4816.73,307.91,8,0.1
ORD-2025-1187,26-05-2025,31-05-2025,Same Day,Home Office,South,Telangana,Hyderabad,Office Supplies,Paper,1819.18,465.22,11,0
ORD-2025-1172,26-07-2025,30-07-2025,First Class,Consumer,West,Gujarat,Surat,Office Supplies,Binders,679.32,35.44,5,0.2
ORD-2024-1358,26-08-2024,27-08-2024,Standard Class,Home Office,East,West Bengal,Siliguri,Furniture,Storage,2529.47,14.62,9,0.1
ORD-2024-1412,26-08-2024,29-08-2024,Second Class,Home Office,South,Telangana,Hyderabad,Electronics,Audio,2087.51,10.4,2,0.15
ORD-2025-1346,26-08-2025,02-09-2025,Standard Class,Corporate,East,Assam,Guwahati,Office Supplies,Paper,580.53,110.37,3,0.1
ORD-2024-1401,26-09-2024,01-10-2024,Same Day,Home Office,South,Tamil Nadu,Madurai,Furniture,Bookcases,266.72,-36.33,1,0.3
ORD-2025-1518,26-10-2025,30-10-2025,Second Class,Home Office,South,Karnataka,Mysuru,Furniture,Chairs,4792.55,-498.85,10,0.3
ORD-2024-1143,26-11-2024,03-12-2024,First Class,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,542.16,170.56,9,0
ORD-2024-1395,26-11-2024,28-11-2024,Standard Class,Corporate,South,Kerala,Thiruvananthapuram,Technology,Machines,1136.99,49.73,1,0.2
ORD-2025-1154,26-12-2025,31-12-2025,Standard Class,Corporate,West,Goa,Panaji,Office Supplies,Labels,78.45,20.64,1,0
ORD-2025-1267,26-12-2025,02-01-2026,Second Class,Consumer,East,Bihar,Patna,Technology,Phones,7787.45,320.37,6,0.1
ORD-2025-1447,26-12-2025,29-12-2025,Standard Class,Home Office,West,Madhya Pradesh,Indore,Electronics,Audio,1470.13,150.54,1,0
ORD-2024-1594,27-01-2024,30-01-2024,Standard Class,Corporate,North,Punjab,Amritsar,Technology,Machines,16838.36,2852.7,11,0
ORD-2025-1298,27-01-2025,28-01-2025,Standard Class,Corporate,South,Kerala,Thiruvananthapuram,Office Supplies,Labels,45.57,3.98,4,0.2
ORD-2024-1178,27-02-2024,29-02-2024,First Class,Home Office,North,Rajasthan,Udaipur,Furniture,Tables,2465.95,373.79,5,0
ORD-2025-1098,27-02-2025,02-03-2025,First Class,Corporate,North,Punjab,Amritsar,Office Supplies,Paper,1308.64,278.69,7,0.1
ORD-2024-1472,27-03-2024,29-03-2024,Same Day,Home Office,North,Punjab,Amritsar,Technology,Accessories,7098.68,-670.1,7,0.3
ORD-2025-1587,27-04-2025,30-04-2025,Standard Class,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,1918.84,38.04,11,0.3
ORD-2024-1127,27-05-2024,30-05-2024,Same Day,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,10014.0,1542.72,10,0
ORD-2024-1533,27-05-2024,29-05-2024,Same Day,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Chairs,2957.85,226.61,9,0
ORD-2025-1011,27-05-2025,29-05-2025,Second Class,Consumer,West,Maharashtra,Nagpur,Electronics,Cameras,1107.48,-119.02,2,0.3
ORD-2025-1196,27-05-2025,03-06-2025,Standard Class,Corporate,East,Assam,Guwahati,Technology,Phones,2146.08,372.79,1,0
ORD-2025-1085,27-06-2025,02-07-2025,Same Day,Corporate,West,Gujarat,Ahmedabad,Furniture,Bookcases,2487.18,401.44,3,0
ORD-2024-1360,27-07-2024,31-07-2024,Same Day,Corporate,West,Goa,Panaji,Electronics,Cameras,6925.74,193.03,9,0.1
ORD-2025-1317,27-07-2025,01-08-2025,Same Day,Consumer,East,West Bengal,Kolkata,Technology,Machines,13055.04,-178.47,12,0.2
ORD-2025-1379,27-07-2025,01-08-2025,Standard Class,Corporate,North,Rajasthan,Udaipur,Furniture,Bookcases,4220.55,303.81,5,0
ORD-2025-1448,27-07-2025,03-08-2025,First Class,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Bookcases,2795.32,388.55,11,0
ORD-2025-1437,27-08-2025,03-09-2025,Second Class,Home Office,West,Goa,Panaji,Furniture,Storage,6516.4,619.11,8,0
ORD-2024-1307,27-09-2024,01-10-2024,First Class,Corporate,North,Uttar Pradesh,Noida,Furniture,Bookcases,254.25,-49.85,3,0.3
ORD-2024-1079,27-10-2024,30-10-2024,Second Class,Consumer,South,Telangana,Hyderabad,Furniture,Chairs,1162.11,143.08,3,0
ORD-2025-1077,27-10-2025,28-10-2025,First Class,Home Office,West,Goa,Panaji,Technology,Copiers,14543.07,-1259.98,11,0.3
ORD-2024-1409,27-11-2024,02-12-2024,First Class,Corporate,East,Bihar,Patna,Office Supplies,Labels,575.82,154.04,9,0
ORD-2024-1418,27-11-2024,04-12-2024,Same Day,Corporate,South,Karnataka,Bengaluru,Furniture,Storage,1675.58,229.85,2,0
ORD-2025-1519,27-11-2025,01-12-2025,Same Day,Home Office,South,Telangana,Hyderabad,Electronics,Wearables,918.18,123.52,2,0
ORD-2025-1071,27-12-2025,29-12-2025,Second Class,Consumer,West,Madhya Pradesh,Indore,Furniture,Tables,284.6,-6.89,1,0.15
ORD-2025-1473,28-01-2025,31-01-2025,Same Day,Home Office,South,Kerala,Thiruvananthapuram,Office Supplies,Labels,358.84,34.36,7,0.15
ORD-2024-1291,28-02-2024,04-03-2024,Standard Class,Home Office,East,Bihar,Patna,Furniture,Tables,1974.53,-189.57,6,0.2
ORD-2024-1354,28-03-2024,30-03-2024,Second Class,Corporate,West,Maharashtra,Nagpur,Technology,Machines,5842.65,-536.55,8,0.3
ORD-2024-1438,28-03-2024,02-04-2024,Second Class,Corporate,North,Delhi,New Delhi,Technology,Machines,13316.44,-565.69,12,0.3
ORD-2024-1481,28-04-2024,29-04-2024,Second Class,Corporate,South,Karnataka,Mysuru,Furniture,Bookcases,1369.81,13.89,7,0.1
ORD-2025-1114,28-05-2025,30-05-2025,First Class,Home Office,North,Rajasthan,Jaipur,Office Supplies,Labels,1917.12,596.41,8,0
ORD-2025-1002,28-07-2025,30-07-2025,Same Day,Home Office,North,Punjab,Ludhiana,Office Supplies,Binders,1840.28,252.03,12,0.15
ORD-2025-1157,28-07-2025,31-07-2025,Second Class,Corporate,West,Maharashtra,Nagpur,Furniture,Tables,6109.53,-166.9,8,0.15
ORD-2025-1532,28-07-2025,29-07-2025,Same Day,Corporate,North,Uttar Pradesh,Kanpur,Office Supplies,Labels,370.24,55.26,8,0.2
ORD-2024-1042,28-08-2024,31-08-2024,Second Class,Corporate,West,Gujarat,Surat,Office Supplies,Art,785.52,191.54,9,0
ORD-2024-1371,28-09-2024,30-09-2024,Second Class,Consumer,South,Kerala,Kochi,Furniture,Tables,750.26,-103.64,4,0.3
ORD-2025-1145,28-10-2025,30-10-2025,Same Day,Home Office,North,Delhi,New Delhi,Furniture,Bookcases,4218.01,-4.64,7,0.15
ORD-2024-1108,28-11-2024,30-11-2024,First Class,Consumer,West,Madhya Pradesh,Bhopal,Furniture,Chairs,6633.72,419.27,10,0.1
ORD-2025-1534,28-12-2025,02-01-2026,Same Day,Corporate,North,Rajasthan,Udaipur,Office Supplies,Labels,570.09,141.72,3,0
ORD-2025-1589,28-12-2025,02-01-2026,Second Class,Corporate,West,Goa,Panaji,Furniture,Bookcases,2175.0,220.39,5,0
ORD-2024-1569,29-01-2024,31-01-2024,Same Day,Corporate,South,Kerala,Kochi,Furniture,Tables,3301.11,94.21,5,0.1
ORD-2025-1200,29-01-2025,30-01-2025,Second Class,Home Office,North,Delhi,New Delhi,Office Supplies,Art,374.85,-11.82,7,0.3
ORD-2024-1365,29-03-2024,01-04-2024,Second Class,Home Office,North,Uttar Pradesh,Lucknow,Technology,Accessories,8339.09,-87.44,6,0.2
ORD-2025-1104,29-03-2025,05-04-2025,Second Class,Home Office,South,Karnataka,Bengaluru,Technology,Machines,8913.87,725.75,10,0.1
ORD-2025-1557,29-03-2025,02-04-2025,First Class,Home Office,North,Rajasthan,Udaipur,Office Supplies,Labels,35.24,5.67,3,0.15
ORD-2024-1171,29-04-2024,06-05-2024,Same Day,Consumer,South,Karnataka,Bengaluru,Office Supplies,Labels,497.88,74.23,10,0.1
ORD-2025-1056,29-04-2025,04-05-2025,First Class,Home Office,South,Kerala,Kochi,Office Supplies,Art,756.45,79.46,7,0.2
ORD-2024-1186,29-05-2024,30-05-2024,First Class,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,585.56,97.79,10,0.15
ORD-2024-1377,29-05-2024,05-06-2024,Second Class,Home Office,East,Odisha,Bhubaneswar,Electronics,Audio,275.35,39.14,1,0
ORD-2025-1144,29-05-2025,05-06-2025,First Class,Home Office,East,Odisha,Bhubaneswar,Technology,Phones,4541.4,668.13,10,0
ORD-2025-1223,29-06-2025,02-07-2025,First Class,Corporate,South,Karnataka,Bengaluru,Technology,Machines,4060.2,925.32,3,0
ORD-2024-1585,29-08-2024,03-09-2024,Same Day,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Art,461.96,133.18,4,0
ORD-2025-1205,29-08-2025,03-09-2025,Same Day,Home Office,West,Goa,Panaji,Office Supplies,Paper,441.72,143.69,9,0
ORD-2025-1070,29-09-2025,03-10-2025,Second Class,Corporate,North,Rajasthan,Udaipur,Furniture,Bookcases,592.84,57.33,1,0
ORD-2024-1466,29-11-2024,04-12-2024,Same Day,Consumer,North,Rajasthan,Jaipur,Office Supplies,Labels,231.44,60.36,8,0
ORD-2025-1010,29-11-2025,04-12-2025,Same Day,Consumer,West,Goa,Panaji,Technology,Phones,18445.24,2603.64,11,0
ORD-2025-1029,29-11-2025,01-12-2025,Same Day,Home Office,East,Bihar,Patna,Electronics,Audio,4285.6,-488.61,6,0.3
ORD-2025-1525,29-12-2025,03-01-2026,Second Class,Consumer,East,Assam,Guwahati,Technology,Accessories,1467.94,-101.57,3,0.3
ORD-2025-1124,30-01-2025,31-01-2025,First Class,Consumer,West,Maharashtra,Pune,Office Supplies,Paper,96.85,31.29,1,0
ORD-2024-1440,30-04-2024,02-05-2024,Standard Class,Corporate,East,Bihar,Patna,Office Supplies,Paper,204.26,35.04,1,0.15
ORD-2025-1099,30-04-2025,01-05-2025,First Class,Consumer,East,Bihar,Patna,Electronics,Wearables,382.72,54.8,2,0
ORD-2025-1153,30-04-2025,05-05-2025,First Class,Consumer,West,Maharashtra,Mumbai,Furniture,Bookcases,3865.2,-197.21,10,0.15
ORD-2025-1303,30-04-2025,07-05-2025,First Class,Corporate,North,Rajasthan,Udaipur,Office Supplies,Art,408.19,46.14,12,0.2
ORD-2025-1450,30-04-2025,01-05-2025,First Class,Corporate,South,Telangana,Hyderabad,Electronics,Cameras,7917.92,1288.4,8,0
ORD-2024-1111,30-06-2024,07-07-2024,First Class,Home Office,East,Odisha,Bhubaneswar,Technology,Phones,7963.55,-653.43,10,0.3
ORD-2024-1286,30-06-2024,04-07-2024,First Class,Home Office,North,Delhi,New Delhi,Office Supplies,Labels,892.74,219.93,6,0
